COMPUTE_CENTROID	P_WWB_UIT	WOZ	BEDR_KLAS	AO_UIT_TOT	P_15_24_JR	P_ANT_ARU	P_MARROK	MOTOR_2W	P_OVER_NW	BU_CODE	WWB_UITTOT	P_SURINAM	P_65_EO_JR	P_EENP_HH	DEK_PERC	P_HH_M_K	AUTO_LAND	OPP_TOT	P_TURKIJE	AANTAL_HH	OAD	OPP_WATER	RECSRT	GM_CODE	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	OPP_LAND	P_GEWASSEN	BU_NAAM	P_INDUSTRI	P_00_14_JR	AUTO_TOT	P_45_64_JR	AUTO_HH	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_COM_DV	P_VEETEELT	WONINGEN	P_WEST_AL	AANT_MAN	STED	AUTO_MUT	P_N_COM_DV	WBCCODE	WK_CODE	AGRA_BEDR	P_25_44_JR	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
122.4469418923746 276.80038632236796	25	164	8	1100	12	0	1	970	1		230	0	14	26	-99999999	42	73	25441	0	9540	397	10717	Gemeente	GM0716	69	Tholen	-99999999	169	14724	79	Tholen	27	22	10680	25	1.1	1895	2.6	9	54	12	9710	4	12440	5	4	20	0716		320	27	12450	3	33	24890
325.8573374400378 287.4109267455278	22	266	8	1540	11	0	0	980	1		180	0	14	23	-99999999	43	256	4165	0	8870	901	13	Gemeente	GM0844	99	Schijndel	-99999999	552	4153	22	Schijndel	32	19	10635	28	1.2	2090	2.5	8	55	69	8815	5	11460	4	2	13	0844		135	28	11480	2	34	22940
347.3615562635797 281.8805751336593	24	260	8	2000	12	0	1	1730	2		300	1	13	25	-99999999	43	224	7892	4	14220	919	76	Gemeente	GM0860	82	Veghel	-99999999	471	7816	24	Veghel	25	20	17515	27	1.2	4350	2.6	7	59	69	14150	6	18440	4	1	16	0860		380	28	18330	8	32	36780
220.58036987751998 278.50959685219203	53	213	9	7050	13	1	3	4670	3		3860	1	15	39	-99999999	31	1043	12915	2	78570	1874	238	Gemeente	GM0758	61	Breda	-99999999	1339	12678	48	Breda	15	17	132225	25	1.7	18110	2.1	15	66	37	73955	10	82350	2	1	19	0758		285	30	87360	10	30	169710
268.465739799653 276.8898085427998	54	194	9	10890	15	2	2	5745	4		4800	2	13	41	-99999999	31	707	11915	4	93990	2512	185	Gemeente	GM0855	78	Tilburg	-99999999	1708	11730	28	Tilburg	18	17	82930	24	0.9	10830	2.1	10	62	62	84985	8	99070	1	3	20	0855		160	31	101310	13	28	200380
202.41910155987082 277.019142832683	32	214	8	2020	11	1	2	1315	4		490	1	13	28	-99999999	39	319	5588	2	16610	1467	51	Gemeente	GM0777	73	Etten-Leur	-99999999	728	5536	53	Etten-Leur	22	19	17690	28	1.1	2465	2.4	13	60	34	16070	8	20050	3	2	18	0777		200	29	20270	9	33	40320
308.7409638553862 276.4259748225724	32	240	8	1760	12	1	2	1075	3		360	1	14	29	-99999999	39	202	6477	1	12080	1027	108	Gemeente	GM0757	87	Boxtel	-99999999	466	6369	26	Boxtel	25	18	12860	29	1.1	2170	2.4	15	57	59	11940	6	14770	3	3	18	0757		155	27	14900	7	32	29680
183.4387359918627 280.31775826075176	25	222	8	1550	11	0	3	1170	2		270	1	15	23	-99999999	41	183	7524	1	11910	636	61	Gemeente	GM1655	78	Halderberge	-99999999	395	7463	56	Halderberge	24	17	13645	31	1.1	2095	2.5	12	58	31	11665	5	14750	4	1	18	1655		260	26	14740	6	36	29480
366.01203188531406 283.64102975497457	11	269	6	630	10	0	0	635	1		40	0	12	20	-99999999	48	119	3452	0	3310	409	1	Gemeente	GM0755	102	Boekel	-99999999	273	3451	26	Boekel	35	22	4125	26	1.2	1160	2.8	9	51	65	3265	3	4810	5	1	14	0755		235	29	4600	1	32	9410
245.07313044592235 271.98642390694204	26	220	8	1220	11	0	0	1140	2		230	0	13	25	-99999999	41	176	6567	3	10100	939	16	Gemeente	GM0784	72	Gilze en Rijen	-99999999	386	6551	23	Gilze en Rijen	22	19	11500	29	1.1	1655	2.5	10	60	67	9595	7	12810	4	2	18	0784		150	28	12460	6	35	25270
66.27631632161777 278.1922483497508	18	166	6	390	8	0	0	375	1		60	0	19	29	-99999999	31	42	12029	0	3200	203	3422	Gemeente	GM1695	82	Noord-Beveland	-99999999	84	8607	72	Noord-Beveland	18	16	3595	31	1.1	700	2.2	8	58	19	3885	7	3590	5	2	24	1695		120	26	3610	2	40	7200
32.49270532238218 269.93372265547055	13	208	8	740	10	0	0	915	1		110	0	18	26	-99999999	37	75	20709	0	8820	254	7401	Gemeente	GM0717	54	Veere	-99999999	165	13308	62	Veere	20	19	10000	30	1.1	1650	2.5	13	61	26	9915	5	11060	5	2	18	0717		390	23	10880	1	37	21950
330.98238546820545 272.7780702852311	16	284	7	860	11	0	0	770	1		100	0	14	24	-99999999	41	127	6495	0	6640	562	49	Gemeente	GM0846	77	Sint-Oedenrode	-99999999	264	6446	19	Sint-Oedenrode	29	20	8205	29	1.2	1625	2.6	9	55	72	6425	4	8500	4	2	16	0846		295	26	8540	2	35	17050
288.60291285761 269.9300639103314	17	309	8	1210	11	0	1	1010	2		150	0	16	27	-99999999	40	185	6511	0	10440	893	121	Gemeente	GM0824	72	Oisterwijk	-99999999	405	6390	25	Oisterwijk	21	19	11845	29	1.1	1525	2.4	12	63	63	10040	7	12750	4	0	16	0824		160	25	13160	4	33	25910
375.53541154689617 267.2084621439685	26	230	8	1790	12	0	0	1460	1		260	0	13	24	-99999999	44	102	12336	0	10650	636	70	Gemeente	GM1652	94	Gemert-Bakel	-99999999	228	12266	23	Gemert-Bakel	30	19	12565	28	1.2	2725	2.6	11	55	66	10190	6	14100	4	2	15	1652		455	28	13810	2	32	27910
146.52966707085486 259.0404448745155	43	175	9	3480	11	0	4	2105	2		1080	1	15	32	-99999999	36	345	9313	5	28490	1590	1304	Gemeente	GM0748	79	Bergen op Zoom	-99999999	821	8009	56	Bergen op Zoom	19	18	27620	28	1.0	3400	2.3	11	60	33	28105	9	32480	2	1	21	0748		140	28	33290	13	32	65770
167.8247531826329 261.11915071667664	43	194	9	3820	12	0	5	2365	4		1310	1	15	31	-99999999	37	320	10721	3	33060	1417	70	Gemeente	GM1674	73	Roosendaal	-99999999	730	10651	40	Roosendaal	17	18	34045	27	1.0	5020	2.3	14	64	47	32380	9	38480	3	1	18	1674		285	28	39220	12	33	77700
188.7828244707423 263.30590249421607	29	231	8	2020	10	0	0	925	1		250	0	15	21	-99999999	43	171	6449	0	9020	623	6	Gemeente	GM0840	130	Rucphen	-99999999	348	6443	40	Rucphen	34	16	11025	31	1.2	2040	2.5	17	51	43	9060	5	11260	4	1	16	0840		255	28	11150	2	36	22410
405.77036934931385 260.37508491188674	36	202	8	2620	11	1	2	1420	3		510	1	13	27	-99999999	40	115	14636	3	15510	968	73	Gemeente	GM0984	100	Venray	-99999999	268	14563	32	Venray	20	19	16810	28	1.1	2710	2.5	17	60	51	15295	9	19740	4	2	20	0984		475	29	19300	9	32	39040
353.2401987251685 264.65504224110276	19	248	7	1150	11	0	0	1005	1		160	0	14	22	-99999999	44	183	5617	0	8370	536	80	Gemeente	GM1659	78	Laarbeek	-99999999	393	5537	27	Laarbeek	31	19	10120	29	1.2	1950	2.6	8	54	65	8240	5	11060	4	3	16	1659		215	27	10720	1	34	21770
77.36608297022397 263.1658110146069	40	182	8	2000	11	0	1	1235	3		610	1	18	35	-99999999	33	177	10209	0	16050	1167	924	Gemeente	GM0664	84	Goes	-99999999	395	9284	73	Goes	14	18	16405	27	1.0	2690	2.2	13	62	14	15980	7	17820	3	1	24	0664		145	27	18880	6	32	36690
428.5131129395449 261.6606343640217	10	216	6	410	11	0	0	430	1		20	0	12	20	-99999999	44	99	3940	0	2920	167	96	Gemeente	GM0993	78	Meerlo-Wanssum	-99999999	200	3844	47	Meerlo-Wanssum	24	20	3815	30	1.3	860	2.6	9	54	44	2920	6	3950	5	2	22	0993		140	27	3750	1	36	7690
240.14593207418537 257.4740071963442	10	315	6	340	11	0	0	430	1		30	0	15	21	-99999999	44	53	9364	0	3620	257	47	Gemeente	GM1723	54	Alphen-Chaam	-99999999	102	9318	25	Alphen-Chaam	23	19	4895	30	1.4	925	2.6	15	58	60	3600	11	4800	5	-1	19	1723		275	25	4690	1	35	9490
303.00189279949706 255.02679875063183	11	306	7	760	11	0	0	870	1		70	0	14	24	-99999999	44	101	10285	0	6720	553	105	Gemeente	GM0823	64	Oirschot	-99999999	175	10179	25	Oirschot	27	20	10330	29	1.5	2330	2.6	9	57	67	6340	4	9030	4	0	16	0823		300	26	8780	1	32	17810
201.76352326349405 252.389765272753	13	260	7	1070	11	0	1	780	1		100	0	15	24	-99999999	40	80	12075	0	8270	439	37	Gemeente	GM0879	77	Zundert	-99999999	173	12038	64	Zundert	22	18	9635	29	1.2	1875	2.5	10	59	26	7910	11	10610	5	0	19	0879		650	27	10190	2	36	20800
46.352395992127896 260.56460004470296	50	151	8	2130	12	0	1	1520	3		990	1	16	37	-99999999	33	382	5305	2	21090	1647	449	Gemeente	GM0687	69	Middelburg	-99999999	968	4855	57	Middelburg	15	18	18535	27	0.9	2560	2.2	15	60	28	20685	9	22900	2	2	24	0687		95	27	24080	7	30	46970
319.6614565733027 260.28219178234747	29	257	8	1270	11	0	0	1185	2		310	0	12	24	-99999999	43	379	3512	2	11480	1292	81	Gemeente	GM0753	65	Best	-99999999	846	3431	28	Best	18	21	12995	26	1.1	1690	2.5	10	66	62	11420	8	14470	3	1	16	0753		100	30	14560	5	33	29030
280.4309470825605 251.75665761531292	11	291	7	700	11	0	0	690	1		60	0	13	22	-99999999	44	75	9648	0	5710	537	156	Gemeente	GM0798	70	Hilvarenbeek	-99999999	159	9492	20	Hilvarenbeek	25	20	7150	29	1.3	1610	2.6	16	58	64	5650	5	7670	4	1	17	0798		285	27	7400	1	34	15070
333.0724075347979 260.930820092592	24	276	7	630	9	0	0	660	2		140	0	18	24	-99999999	39	298	2649	0	6190	574	56	Gemeente	GM0848	66	Son en Breugel	-99999999	590	2593	22	Son en Breugel	20	20	7720	26	1.2	1685	2.4	7	66	71	6195	8	7580	4	2	14	0848		75	27	7720	3	38	15300
262.69041565253434 259.8794198440406	24	249	7	1160	12	0	0	845	1		190	0	14	23	-99999999	42	239	4224	1	8750	1019	20	Gemeente	GM0785	76	Goirle	-99999999	527	4204	25	Goirle	23	17	10055	32	1.1	1155	2.5	10	57	65	8775	7	11010	3	0	19	0785		70	25	11140	3	35	22150
343.58439597670855 251.4901973982245	26	298	8	880	11	0	0	890	2		240	0	14	23	-99999999	41	334	3411	0	9130	972	23	Gemeente	GM0820	58	Nuenen, Gerwen en Nederwetten	-99999999	675	3388	29	Nuenen, Gerwen en Nederwetten	21	19	11325	33	1.2	1490	2.5	6	64	65	9095	8	11480	4	0	16	0820		95	24	11390	2	36	22870
96.3159291360606 255.2556483121362	15	193	6	420	11	0	0	530	1		50	0	15	23	-99999999	43	146	4966	0	4510	524	1252	Gemeente	GM0678	55	Kapelle	-99999999	317	3714	82	Kapelle	20	21	5425	27	1.2	785	2.6	9	57	9	4545	5	5800	4	2	23	0678		110	27	5960	2	34	11760
122.50069242232786 242.81848479095962	28	154	7	660	13	0	0	850	2		210	0	15	27	-99999999	41	90	24308	1	8060	433	14112	Gemeente	GM0703	49	Reimerswaal	-99999999	207	10197	75	Reimerswaal	20	22	9210	23	1.1	1845	2.6	9	60	16	8225	6	10640	5	2	20	0703		195	28	10500	3	33	21140
421.9361322238122 245.2580206267972	17	220	8	1460	11	0	0	1350	1		180	0	14	23	-99999999	43	109	12255	0	11070	557	258	Gemeente	GM1507	77	Horst aan de Maas	-99999999	240	11998	67	Horst aan de Maas	22	20	13090	28	1.2	2525	2.6	12	58	22	11080	6	14510	4	1	21	1507		440	27	14240	2	34	28750
71.91745127899863 245.78933621473618	16	185	7	880	12	0	0	1170	1		140	0	14	25	-99999999	41	75	19442	0	8820	269	5239	Gemeente	GM0654	60	Borsele	-99999999	158	14203	72	Borsele	22	21	10690	27	1.2	2245	2.5	16	53	12	9000	5	11370	5	3	24	0654		380	26	11050	2	34	22420
443.5452017827193 244.56251905981102	15	220	6	480	11	0	0	415	1		50	0	14	24	-99999999	41	104	4154	0	3560	346	199	Gemeente	GM0885	80	Arcen en Velden	-99999999	224	3954	61	Arcen en Velden	21	18	4095	31	1.1	570	2.5	10	57	29	3565	13	4440	5	2	21	0885		110	26	4420	1	36	8860
360.3848329626295 251.00141337639118	65	194	9	5420	11	1	4	2785	3		2210	1	12	30	-99999999	38	687	5456	3	36440	1485	145	Gemeente	GM0794	93	Helmond	-99999999	1613	5312	44	Helmond	22	20	36495	25	1.0	4880	2.3	10	62	46	36120	10	42950	3	2	16	0794		80	32	42740	11	31	85680
387.0192822694957 241.08896488361341	27	252	8	1970	12	0	1	1260	1		310	1	14	24	-99999999	43	120	11837	0	12230	810	125	Gemeente	GM0762	92	Deurne	-99999999	272	11712	27	Deurne	28	18	14000	28	1.1	3055	2.6	10	58	63	12095	5	16080	4	1	14	0762		480	27	15770	3	34	31850
329.38467917023473 244.33812762276048	56	198	9	11340	13	1	2	6365	5		5360	2	15	44	-99999999	27	1010	8884	4	103500	2144	114	Gemeente	GM0772	79	Eindhoven	-99999999	2385	8770	53	Eindhoven	15	16	88560	24	0.9	10795	2.0	7	69	40	94310	12	105650	2	1	17	0772		30	32	103520	15	28	209170
241.171353056741 241.82992252719936	24	256	6	360	10	0	0	250	1		60	0	19	30	-99999999	35	45	7630	0	2830	301	3	Gemeente	GM0744	82	Baarle-Nassau	-99999999	87	7627	18	Baarle-Nassau	22	15	3430	32	1.2	680	2.3	11	65	72	2415	24	3390	5	3	13	0744		240	25	3260	1	35	6650
154.57023237026516 235.06867734349345	23	206	7	980	10	0	0	1050	1		190	0	16	23	-99999999	38	117	9199	0	8740	523	31	Gemeente	GM0873	68	Woensdrecht	-99999999	231	9168	48	Woensdrecht	22	17	10725	31	1.2	1425	2.4	25	59	26	8665	16	10600	4	1	19	0873		125	27	10540	2	39	21140
41.839464370856625 250.2767222223102	68	137	8	2010	13	2	2	1635	4		1390	2	17	40	-99999999	29	530	34498	1	21620	1695	31083	Gemeente	GM0718	67	Vlissingen	-99999999	1320	3416	51	Vlissingen	15	16	18090	28	0.8	2025	2.1	27	62	22	21330	12	22350	2	1	23	0718		45	27	22720	10	31	45070
306.844770802049 230.92948291672997	15	284	7	1040	11	0	0	880	1		90	0	15	23	-99999999	43	107	8328	0	6870	450	87	Gemeente	GM0770	87	Eersel	-99999999	221	8241	31	Eersel	26	19	8815	29	1.3	1865	2.6	12	58	57	6765	5	9250	5	-1	16	0770		235	26	8930	1	34	18180
349.5407297140516 239.67065868472704	36	223	8	1900	11	1	1	1410	2		560	1	15	29	-99999999	38	560	3139	1	15960	1187	36	Gemeente	GM1771	76	Geldrop-Mierlo	-99999999	1216	3104	27	Geldrop-Mierlo	25	18	17365	28	1.1	2285	2.4	15	59	58	16055	9	18630	3	0	16	1771		55	27	19110	5	33	37740
365.8250891104862 226.60099143906075	21	255	7	980	12	0	0	680	1		140	0	14	22	-99999999	46	101	8143	0	6760	569	117	Gemeente	GM0847	82	Someren	-99999999	226	8026	23	Someren	35	20	8075	28	1.2	1850	2.7	7	51	70	6765	4	9210	4	1	14	0847		320	27	8910	2	32	18120
70.2688783023707 269.86670201390973	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0			0		0	0	0	0		0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0
379.59740060403624 228.56028962741718	19	257	7	890	12	0	1	605	1		120	0	14	24	-99999999	43	105	7138	0	6270	828	113	Gemeente	GM0743	82	Asten	-99999999	232	7025	30	Asten	28	20	7385	28	1.2	1655	2.6	8	57	62	6210	4	8290	4	2	15	0743		275	27	8010	2	33	16300
317.5525860940588 234.79637422583227	25	245	8	2360	11	0	0	1860	3		390	1	14	28	-99999999	38	631	3192	0	18150	1457	19	Gemeente	GM0861	80	Veldhoven	-99999999	1378	3172	36	Veldhoven	20	18	20020	28	1.1	2570	2.4	25	61	39	17810	9	21960	3	3	18	0861		65	29	21760	5	34	43720
294.9439214160737 224.90850565448855	11	268	8	980	11	0	0	1025	1		80	0	13	23	-99999999	44	119	7571	0	7280	547	28	Gemeente	GM1728	76	Bladel	-99999999	254	7542	19	Bladel	33	20	9005	28	1.2	2025	2.6	11	54	71	7135	6	9720	4	0	13	1728		205	28	9400	2	34	19130
280.70519549086805 226.4217653019474	12	268	7	640	14	0	0	650	1		50	0	12	21	-99999999	46	75	7865	0	4560	470	71	Gemeente	GM1667	74	Reusel-De Mierden	-99999999	158	7795	25	Reusel-De Mierden	32	18	5860	30	1.3	1340	2.7	23	56	52	4535	6	6260	5	1	13	1667		235	26	6050	1	33	12310
413.2468047296394 233.18567621347015	11	221	6	330	10	0	0	330	1		40	0	14	22	-99999999	42	72	4866	0	2900	408	64	Gemeente	GM0964	67	Sevenum	-99999999	157	4802	45	Sevenum	22	20	3460	28	1.2	670	2.6	14	58	41	2875	5	3830	5	1	21	0964		175	28	3720	1	36	7540
436.8714441993364 222.92621604438807	55	160	9	5150	11	0	3	2425	3		2080	1	16	34	-99999999	35	458	8641	4	40610	1482	179	Gemeente	GM0983	83	Venlo	-99999999	1088	8462	79	Venlo	16	17	38730	28	1.0	5235	2.2	9	65	12	40635	15	45610	3	1	19	0983		175	28	46440	11	31	92050
24.61131981952246 217.68860400941944	25	139	8	1340	9	0	0	865	1		260	0	21	32	-99999999	32	42	30701	0	10980	332	2681	Gemeente	GM1714	86	Sluis	-99999999	87	28020	79	Sluis	14	15	11895	30	1.1	2015	2.2	10	68	11	13660	20	11920	5	1	18	1714		595	24	12440	2	37	24360
346.37376054660893 222.0059798583955	11	314	7	800	10	0	0	730	1		70	0	17	24	-99999999	42	73	10512	0	5870	513	114	Gemeente	GM1658	82	Heeze-Leende	-99999999	146	10398	21	Heeze-Leende	20	19	7630	30	1.3	1315	2.5	12	63	67	5865	6	7660	4	0	17	1658		200	24	7490	2	35	15150
330.2944540859339 228.61936133896467	24	304	7	560	9	0	0	530	2		150	1	19	26	-99999999	38	355	2271	0	6800	712	28	Gemeente	GM0866	54	Waalre	-99999999	735	2243	14	Waalre	17	19	7965	28	1.2	700	2.4	17	64	69	6880	9	8060	4	1	20	0866		35	24	8420	4	36	16490
423.66647573269177 220.688051752254	13	213	6	600	12	0	0	505	1		60	0	12	20	-99999999	47	123	4993	0	4850	498	51	Gemeente	GM0934	68	Maasbree	-99999999	260	4942	68	Maasbree	23	19	6075	30	1.3	1035	2.6	13	58	19	4865	7	6530	5	1	19	0934		180	28	6320	1	34	12850
409.02568904626116 216.2959449919085	17	225	7	1200	11	0	2	770	1		100	0	14	22	-99999999	44	126	6922	1	7360	597	14	Gemeente	GM0918	92	Helden	-99999999	284	6909	47	Helden	21	19	8695	29	1.2	1405	2.6	11	58	41	7325	5	9900	4	1	20	0918		275	27	9690	4	34	19590
310.8125685045466 209.387887308258	15	295	7	840	11	0	0	1045	1		90	0	14	22	-99999999	43	87	10179	0	6930	464	74	Gemeente	GM1724	71	Bergeijk	-99999999	179	10105	33	Bergeijk	31	20	8750	29	1.3	1820	2.6	13	55	54	6875	7	9160	5	2	15	1724		270	27	8900	2	35	18060
327.9143568891995 212.69438826532442	34	238	8	1520	10	0	0	1290	2		440	0	17	29	-99999999	36	268	5644	0	13320	1264	147	Gemeente	GM0858	74	Valkenswaard	-99999999	563	5497	31	Valkenswaard	21	17	14745	30	1.1	2230	2.3	23	65	46	13325	10	15230	3	0	15	0858		85	26	15690	3	35	30920
76.24921946825526 206.3206536069338	45	132	9	2740	10	1	0	1970	2		1030	0	18	31	-99999999	34	103	31778	2	24300	759	6638	Gemeente	GM0715	76	Terneuzen	-99999999	220	25140	76	Terneuzen	17	17	25770	29	1.1	3955	2.3	9	62	15	25205	16	27430	4	2	21	0715		430	26	27990	6	35	55410
111.01298333244343 214.0476429494406	22	159	8	1570	9	0	0	1040	1		230	0	18	29	-99999999	35	67	25109	0	12030	459	4971	Gemeente	GM0677	86	Hulst	-99999999	139	20138	69	Hulst	16	17	13505	30	1.1	1865	2.3	12	61	19	12435	21	13920	5	1	22	0677		355	27	13970	2	36	27890
395.1837959517086 216.1093584357287	10	232	6	290	11	0	0	285	1		20	0	14	20	-99999999	45	138	2004	0	2210	400	21	Gemeente	GM0941	72	Meijel	-99999999	295	1984	42	Meijel	36	18	2735	29	1.2	465	2.6	10	47	48	2145	4	2970	5	3	18	0941		110	28	2890	1	35	5860
351.0486008269776 203.37595012288338	23	253	8	1010	11	0	0	960	1		180	0	15	24	-99999999	40	130	7814	0	8180	535	135	Gemeente	GM1706	74	Cranendonck	-99999999	262	7679	33	Cranendonck	28	17	10020	30	1.2	1720	2.5	18	57	49	8215	12	10230	4	2	15	1706		180	27	9900	2	36	20130
378.78998107353044 205.54122360156686	12	227	7	810	11	0	0	765	1		70	0	14	20	-99999999	45	77	10179	0	6300	515	151	Gemeente	GM0946	74	Nederweert	-99999999	164	10027	27	Nederweert	30	19	7680	29	1.2	1440	2.6	16	56	57	6165	5	8340	4	2	14	0946		340	27	8110	1	35	16450
420.91165725160624 206.29359033169317	11	215	5	190	10	0	0	185	1		20	0	14	21	-99999999	42	99	2211	0	1690	269	103	Gemeente	GM0929	68	Kessel	-99999999	202	2108	54	Kessel	27	19	2095	29	1.2	415	2.5	24	54	22	1690	7	2180	5	2	19	0929		75	28	2080	1	37	4260
392.91248980008754 193.13558769522604	18	219	7	640	11	0	0	590	2		80	0	15	23	-99999999	41	102	5860	0	4800	397	48	Gemeente	GM0920	78	Heythuysen	-99999999	210	5811	35	Heythuysen	20	18	5930	30	1.2	1190	2.5	16	63	49	4690	9	6140	5	2	17	0920		200	26	6080	3	35	12220
405.8394639442969 201.32583939976482	10	218	6	390	11	0	0	335	1		30	0	14	24	-99999999	42	93	4258	0	3300	295	79	Gemeente	GM1670	69	Roggel en Neer	-99999999	201	4179	45	Roggel en Neer	25	19	3895	29	1.2	685	2.5	13	55	42	3300	6	4350	5	1	20	1670		140	26	4060	1	33	8410
425.25348456607935 199.59548824442246	31	182	6	680	11	0	3	475	1		160	0	14	23	-99999999	42	207	2921	1	5460	656	97	Gemeente	GM0889	74	Beesel	-99999999	479	2824	48	Beesel	24	18	5855	29	1.1	715	2.5	19	53	33	5495	11	6780	4	3	22	0889		75	28	6740	5	35	13520
366.10396823626456 190.23964858166264	40	210	9	2500	11	1	4	1765	2		760	0	16	29	-99999999	38	203	10544	1	20380	1171	89	Gemeente	GM0988	78	Weert	-99999999	465	10455	25	Weert	20	17	21250	28	1.0	3620	2.4	17	61	58	20320	10	24340	3	1	19	0988		250	27	24230	8	33	48580
420.33985566518214 189.11670783531267	28	171	6	520	11	0	0	400	2		100	0	16	28	-99999999	38	181	2432	0	3720	597	199	Gemeente	GM0975	87	Swalmen	-99999999	396	2234	45	Swalmen	28	16	4045	30	1.1	510	2.4	21	53	33	3715	12	4410	4	2	19	0975		40	26	4440	3	34	8840
406.16166047221753 189.67439870511194	22	206	6	440	10	0	0	390	1		90	0	17	23	-99999999	39	168	2915	0	3970	425	58	Gemeente	GM0914	68	Haelen	-99999999	349	2857	47	Haelen	21	18	4805	30	1.2	720	2.4	19	56	33	3960	9	4910	5	2	22	0914		35	25	5070	2	37	9980
382.3914073977921 179.91378237052447	19	213	6	300	10	0	0	320	1		40	0	13	20	-99999999	47	89	3453	0	2350	169	13	Gemeente	GM0925	73	Hunsel	-99999999	180	3440	42	Hunsel	26	21	3060	29	1.3	580	2.6	19	55	40	2340	10	3130	5	1	18	0925		120	27	3080	1	33	6200
414.3587487728398 178.96528068683833	71	165	9	2920	12	1	4	1205	4		1350	1	15	37	-99999999	33	504	4687	5	20680	1462	829	Gemeente	GM0957	94	Roermond	-99999999	1178	3858	42	Roermond	15	17	19430	28	0.9	2475	2.2	21	66	38	20970	14	22250	3	2	19	0957		50	29	23200	14	30	45460
398.0458422059375 178.2359646640317	13	222	6	840	10	0	0	405	1		40	0	16	22	-99999999	40	202	2536	0	3110	300	587	Gemeente	GM1937	147	Heel	-99999999	425	1949	39	Heel	27	16	3945	34	1.3	565	2.5	28	55	33	3095	9	4160	5	2	18	1937		20	25	4110	2	38	8280
429.4220792477334 171.5186692878673	30	194	6	580	10	0	0	420	2		130	0	16	25	-99999999	38	114	4437	0	4330	381	37	Gemeente	GM1669	83	Roerdalen	-99999999	234	4400	58	Roerdalen	16	16	5020	33	1.2	600	2.4	22	63	20	4390	15	5170	5	0	21	1669		65	26	5120	2	37	10290
390.8921329384703 172.6926642264124	20	220	5	130	9	0	0	110	2		20	0	20	28	-99999999	38	210	668	0	1060	333	91	Gemeente	GM0977	80	Thorn	-99999999	447	578	42	Thorn	23	16	1210	31	1.1	125	2.3	33	57	25	1080	13	1270	5	2	20	0977		10	25	1310	2	34	2580
412.93804038195145 165.72076092780907	23	203	6	720	10	0	0	515	1		90	0	16	22	-99999999	40	124	4428	0	4440	316	19	Gemeente	GM1679	97	Ambt Montfort	-99999999	249	4410	36	Ambt Montfort	20	16	5460	32	1.2	755	2.4	36	59	29	4400	12	5470	5	2	21	1679		120	25	5530	1	38	11000
395.7200707601831 166.62179583151905	24	194	7	760	10	0	0	565	1		130	0	17	26	-99999999	38	321	2598	0	5700	466	544	Gemeente	GM0933	84	Maasbracht	-99999999	663	2054	42	Maasbracht	19	16	6590	31	1.2	885	2.4	27	67	31	5610	12	6800	5	1	14	0933		55	26	6820	2	36	13620
400.389486973599 153.26212854876658	32	198	8	2740	10	0	0	1325	2		410	0	16	26	-99999999	39	150	10460	0	13400	604	149	Gemeente	GM1711	125	Echt-Susteren	-99999999	313	10311	39	Echt-Susteren	22	16	15460	32	1.2	2340	2.4	21	61	40	13270	14	16110	4	2	18	1711		230	26	16180	2	35	32300
387.8595797155914 133.1266254864615	66	165	9	7500	11	0	2	3510	2		2780	0	17	34	-99999999	34	567	8062	1	43370	1283	158	Gemeente	GM1883	116	Sittard-Geleen	-99999999	1223	7905	59	Sittard-Geleen	18	16	44845	29	1.0	5680	2.2	14	63	27	43250	16	47490	3	0	19	1883		95	27	49160	6	32	96650
377.725592538693 123.98704934723673	26	183	7	1990	10	0	1	1315	1		280	0	16	24	-99999999	38	614	2278	0	11230	819	157	Gemeente	GM0971	109	Stein	-99999999	1257	2121	39	Stein	24	16	13030	32	1.2	1755	2.4	23	58	39	11230	12	13280	4	1	19	0971		30	26	13370	2	38	26660
409.7626156393529 124.54423839537755	37	179	6	620	10	0	1	415	1		120	0	16	24	-99999999	42	195	2124	0	3410	438	8	Gemeente	GM0881	110	Onderbanken	-99999999	395	2117	49	Onderbanken	21	17	4125	31	1.2	445	2.4	22	56	30	3535	20	4170	5	2	22	0881		35	26	4190	2	34	8370
397.3123389538076 119.55864904833236	35	198	6	870	10	0	0	600	2		190	0	17	24	-99999999	39	281	2413	0	5580	424	5	Gemeente	GM0962	98	Schinnen	-99999999	558	2408	61	Schinnen	18	17	6755	32	1.2	840	2.4	7	60	31	5570	14	6750	5	2	22	0962		55	25	6690	2	37	13440
411.65609510545505 117.7576457323289	66	144	7	2510	11	0	1	1140	2		850	0	18	33	-99999999	35	787	1729	0	13420	1535	13	Gemeente	GM0899	128	Brunssum	-99999999	1726	1716	-99999997	Brunssum	19	15	13515	29	1.0	1255	2.2	-99999997	61	-99999997	13815	21	14390	2	1	20	0899		5	27	15240	4	32	29620
