COMPUTE_CENTROID	P_WWB_UIT	WWB_UITMUT	INW_MUT	BEDR_KLAS	AO_UIT_TOT	P_WW_UIT	P_15_24_JR	P_ANT_ARU	P_MARROK	HH_MUT	MOTOR_2W	P_OVER_NW	BU_CODE	WWB_UITTOT	P_SURINAM	P_65_EO_JR	WEST_MUT	P_EENP_HH	DEK_PERC	P_HH_M_K	AUTO_LAND	P_HOOG_INK	OPP_TOT	P_TURKIJE	N_W_MUT	INW_5JMUT	AANTAL_HH	N_W_5JMUT	OAD	OPP_WATER	RECSRT	GM_CODE	AO_UIT_MUT	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	P_NIET_ACT	P_GEWASSEN	OPP_LAND	BU_NAAM	INK_ONTV	WW_UIT_TOT	P_INDUSTRI	P_00_14_JR	AGRA_5MUT	AUTO_TOT	P_45_64_JR	AUTO_HH	INK_INW	P_LAAG_INK	WW_UIT_MUT	WEST_5JMUT	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_VEETEELT	P_COM_DV	WONINGEN	P_WEST_AL	STED	AANT_MAN	P_N_COM_DV	AUTO_MUT	HH_5JMUT	AANT_INK	WK_CODE	AGRA_BEDR	P_25_44_JR	AGRA_MUT	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
547.3613688884645 439.56259722552596	78	2	0	9	11360	35	15	1	1	1	4560	5		5330	1	14	-10	42	-99999999	30	435	13	14275	6	0	3	73160	2	1887	167	Gemeente	GM0153	-3	107	Enschede	-99999999	1089	31	14	14109	Enschede	16	3690	16	17	-19	61315	24	0.8	11	47	20	0	8055	2.0	12	74	65	65270	12	2	78340	19	2	6	99200		235	30	-3	75340	14	28	153680
348.52003226376 442.85056383736645	16	-12	0	8	1110	15	13	0	0	-1	725	1		130	0	14	0	25	-99999999	45	118	23	8745	0	6	2	8570	0	777	241	Gemeente	GM0273	-1	74	Putten	-99999999	273	17	5	8503	Putten	18	260	26	21	-14	10060	25	1.2	12	41	14	0	1990	2.6	10	85	60	7840	4	4	11530	14	1	3	14600		315	27	0	11660	2	31	23180
261.7831448373485 439.0098647260033	18	-6	-2	6	340	24	9	0	0	0	295	2		60	1	16	3	28	-99999999	40	163	31	2732	1	0	-1	3400	1	310	232	Gemeente	GM0329	-3	63	Loenen	-99999999	334	14	4	2500	Loenen	23	130	17	20	-9	4080	30	1.2	15	33	4	0	575	2.4	3	93	66	3325	9	5	4110	16	0	0	5500		70	26	-1	4230	4	33	8340
188.94102468770154 446.6448681215134	12	0	-1	7	940	21	11	0	0	0	860	2		110	0	15	-5	29	-99999999	39	616	22	1611	0	1	0	9040	0	1396	41	Gemeente	GM0553	-1	65	Lisse	-99999999	1395	16	80	1570	Lisse	18	310	15	19	-24	9670	27	1.1	13	39	18	0	1145	2.4	1	18	71	9130	7	3	10750	15	1	3	14800		70	28	-5	11160	3	32	21910
400.4689312112217 429.772254025751	40	-4	4	9	9900	29	11	1	0	0	6145	3		2530	1	15	3	32	-99999999	36	201	19	34113	2	0	2	66120	1	1586	117	Gemeente	GM0200	-2	96	Apeldoorn	-99999999	459	22	15	33996	Apeldoorn	18	3010	15	18	-15	68470	27	1.0	12	40	18	0	9735	2.3	7	78	64	64150	8	2	76600	21	5	3	106800		385	28	-2	79470	7	32	156060
284.51244551403215 437.88428160508283	37	0	0	9	4980	31	10	1	3	0	2445	3		1350	1	18	-8	41	-99999999	31	826	24	4624	3	0	2	39280	2	2310	66	Gemeente	GM0402	-2	91	Hilversum	-99999999	1836	21	19	4559	Hilversum	20	1700	16	17	-16	37640	25	1.0	14	36	6	0	4785	2.0	0	81	63	38170	11	2	40470	21	2	3	57400		15	30	-11	43220	10	29	83680
271.7292132636649 438.6712010687162	14	-4	0	8	1140	25	9	0	0	0	870	2		140	0	17	0	27	-99999999	39	240	28	7655	0	2	1	9660	0	517	2853	Gemeente	GM1696	-3	76	Wijdemeren	-99999999	485	15	14	4802	Wijdemeren	20	380	22	19	-13	11510	30	1.2	14	35	13	0	2075	2.3	3	83	63	9475	8	4	11390	15	1	2	15800		105	26	-11	11910	3	34	23300
284.0849433213356 449.63745367720213	28	2	0	8	1390	28	9	0	2	0	870	3		370	0	20	-5	41	-99999999	32	1713	29	811	1	4	1	14320	1	2184	5	Gemeente	GM0381	-2	73	Bussum	-99999999	3873	18	-99999997	806	Bussum	23	530	14	19	-99999997	13805	25	1.0	16	33	-1	0	1190	2.1	-99999997	-99999997	68	14320	12	2	14640	18	0	0	20900		5	27	-99999997	16580	7	28	31220
301.68690280559554 444.49778577043173	17	6	1	6	370	23	11	0	0	2	365	2		60	0	10	0	25	-99999999	46	132	29	3367	0	0	2	3430	1	786	264	Gemeente	GM0317	1	61	Eemnes	-99999999	283	18	10	3103	Eemnes	20	140	22	21	-5	4105	28	1.2	13	35	-20	0	715	2.5	1	89	62	3465	9	4	4330	16	2	3	5500		80	30	0	4450	4	29	8780
313.71402129748054 441.6801314314339	16	11	0	8	920	10	15	0	0	1	455	1		110	0	10	4	20	-99999999	53	250	20	3488	2	0	2	6770	1	966	438	Gemeente	GM0313	-4	70	Bunschoten	-99999999	639	16	1	3050	Bunschoten	17	160	21	22	-7	7610	23	1.1	11	42	0	0	1460	2.8	2	96	68	6810	3	4	9780	12	2	5	12300		85	29	-2	9710	4	27	19490
292.0624616206191 443.85386072887394	13	-22	-1	7	480	23	8	0	0	-2	290	5		60	0	25	-3	37	-99999999	31	475	37	1239	0	-1	-1	5040	1	961	17	Gemeente	GM0417	-7	71	Laren	-99999999	940	19	-99999997	1222	Laren	26	150	12	17	-99999997	5805	29	1.2	18	33	-3	1	515	2.1	-99999997	-99999997	72	4900	13	4	5390	16	1	0	7700		5	21	-99999997	6100	6	32	11490
226.5773841820879 441.6246638531323	18	-8	1	8	1380	21	9	0	2	1	1100	4		180	1	15	1	30	-99999999	39	684	27	1949	0	0	3	11360	1	1333	120	Gemeente	GM0451	-4	79	Uithoorn	-99999999	1474	16	90	1830	Uithoorn	20	370	16	20	-12	12525	25	1.1	14	34	3	0	1825	2.3	1	8	69	11265	10	3	13250	15	3	3	18300		145	30	0	13720	7	32	26970
242.42716551386442 435.2657156051946	18	-2	0	8	1540	20	11	0	1	0	1345	2		230	1	12	7	26	-99999999	44	219	28	8480	1	3	1	13550	0	801	1414	Gemeente	GM0736	-3	66	De Ronde Venen	-99999999	487	15	19	7065	De Ronde Venen	20	450	21	20	-15	15505	28	1.1	14	35	10	0	2815	2.5	4	76	65	12805	7	4	17260	14	2	2	22500		230	29	-4	17180	5	31	34440
333.3515826714689 434.7351562720829	17	-6	1	8	1880	15	13	0	2	2	1495	1		230	0	12	-2	24	-99999999	43	244	23	7205	1	8	6	14670	1	950	253	Gemeente	GM0267	-1	73	Nijkerk	-99999999	553	17	6	6951	Nijkerk	18	400	21	20	-17	16945	26	1.2	12	40	-9	0	2920	2.5	9	86	65	14285	4	4	19230	14	4	8	24700		255	29	-4	19180	5	32	38420
180.85306061552734 439.8431059888585	10	-99999997	1	6	520	15	10	0	0	1	490	2		40	1	10	-4	21	-99999999	50	489	-99999997	1259	0	8	10	5430	1	1182	33	Gemeente	GM0625	0	54	Voorhout	-99999999	1217	-99999997	87	1226	Voorhout	-99999997	150	16	25	-13	6000	22	1.1	-99999997	-99999997	15	0	725	2.7	0	13	62	5415	7	3	7540	22	1	13	-99999997		110	32	-8	7380	4	28	14920
465.8462689254861 427.8633717464394	21	15	0	8	1840	26	9	0	1	-1	1690	1		260	0	20	3	25	-99999999	37	75	22	21602	1	9	1	13200	0	517	271	Gemeente	GM0262	-4	90	Lochem	-99999999	154	18	10	21331	Lochem	18	540	18	17	-17	15955	30	1.2	13	40	3	0	2860	2.4	11	79	61	13130	6	4	16080	21	1	2	22700		585	23	-3	16740	3	38	32820
357.4112155051266 424.1533560232979	20	-3	6	9	1980	15	14	0	0	0	1780	1		340	0	12	0	24	-99999999	47	122	22	17674	1	-1	5	17520	0	702	72	Gemeente	GM0203	-1	62	Barneveld	-99999999	284	16	5	17602	Barneveld	18	450	26	24	-16	21425	23	1.2	11	41	22	0	5145	2.8	17	78	61	16895	4	4	24920	14	2	6	30200		775	27	-2	25100	3	29	50030
184.34679778842738 437.40790970738243	12	-10	0	7	570	15	12	0	1	1	455	2		70	0	16	0	30	-99999999	39	1030	-99999997	662	1	0	0	6100	0	1399	23	Gemeente	GM0604	-1	59	Sassenheim	-99999999	2323	-99999997	50	639	Sassenheim	-99999997	170	17	19	-15	6580	26	1.1	-99999997	-99999997	3	0	960	2.4	0	50	65	6145	7	3	7270	17	1	3	-99999997		20	28	-6	7580	5	32	14840
205.74534733513516 430.3480761519019	11	-99999997	1	6	360	15	12	0	0	2	525	2		50	0	13	0	22	-99999999	44	135	25	4137	0	-2	0	4170	0	364	487	Gemeente	GM0645	-2	49	Jacobswoude	-99999999	294	14	29	3650	Jacobswoude	19	110	27	19	-9	4935	30	1.2	13	38	3	1	865	2.5	11	60	55	4020	5	5	5480	18	1	4	7200		140	26	1	5270	2	34	10750
299.25317906819686 432.9640434519975	34	-1	0	8	1880	27	10	1	1	-5	825	3		350	0	18	4	37	-99999999	33	359	25	3303	2	2	0	10680	1	1381	47	Gemeente	GM0308	-3	118	Baarn	-99999999	750	24	22	3256	Baarn	20	430	17	17	-13	11700	28	1.1	14	38	7	0	1565	2.1	4	74	64	10390	9	3	11690	19	1	0	16800		25	27	0	12720	6	30	24420
226.19371218475325 430.761955237725	11	-99999997	0	6	640	15	13	0	0	1	365	1		30	0	10	0	25	-99999999	46	91	20	3098	0	0	-2	2370	0	248	76	Gemeente	GM1673	-2	134	Liemeer	-99999999	223	21	64	3022	Liemeer	17	60	33	19	-6	2740	29	1.2	12	45	-7	0	785	2.6	5	32	49	2310	5	5	3480	18	0	2	4600		175	29	-2	3250	2	29	6720
254.8764607877972 423.9307099062882	11	-5	0	7	560	22	10	0	1	-1	525	2		60	1	15	0	30	-99999999	39	141	27	4865	0	0	1	5890	0	650	417	Gemeente	GM0311	-3	60	Breukelen	-99999999	324	16	4	4448	Breukelen	20	210	21	21	-14	6270	26	1.1	13	36	4	0	1040	2.4	6	90	63	5745	8	4	7080	16	2	1	9300		125	28	-5	7340	4	31	14420
185.5657457297872 432.63775470314187	16	-99999997	-2	6	180	15	11	0	0	-1	220	2		30	0	19	0	33	-99999999	36	212	-99999997	1442	0	0	-6	1990	0	616	442	Gemeente	GM0628	-6	57	Warmond	-99999999	490	-99999997	41	1000	Warmond	-99999997	50	22	17	-15	2125	30	1.1	-99999997	-99999997	-99999997	1	270	2.3	0	59	54	1955	9	4	2430	24	2	-2	-99999997		35	24	-6	2470	3	32	4900
167.74373696518774 431.7900769846137	22	8	0	8	1840	15	14	0	1	1	995	2		340	0	13	6	28	-99999999	43	1051	21	1924	1	7	3	16060	1	2022	551	Gemeente	GM0537	-3	66	Katwijk	-99999999	3059	15	84	1374	Katwijk	18	390	23	20	-40	14435	24	0.9	12	40	1	0	1900	2.5	0	16	61	16170	4	2	20850	16	3	7	38900		25	28	-7	21180	4	28	42020
195.98141269981784 431.3087275943581	13	16	0	7	520	15	12	0	0	0	540	2		70	0	13	9	25	-99999999	46	231	22	3091	0	3	0	5530	1	560	393	Gemeente	GM0483	1	53	Alkemade	-99999999	538	14	70	2697	Alkemade	18	130	22	20	-21	6230	27	1.1	12	41	9	0	1415	2.6	2	28	61	5325	4	4	7320	17	2	2	9600		200	28	-4	7180	3	30	14500
173.78484709387084 431.94616687436235	17	19	-1	7	480	10	14	0	0	-1	410	2		90	0	11	0	23	-99999999	50	994	-99999997	607	0	0	0	5370	1	1639	21	Gemeente	GM0602	-2	48	Rijnsburg	-99999999	2533	-99999997	91	586	Rijnsburg	-99999997	100	9	22	-26	5825	24	1.1	-99999997	-99999997	16	0	1575	2.7	2	7	81	5435	5	2	7380	10	2	2	-99999997		90	29	-6	7460	3	28	14840
317.82871704572705 425.39984043850944	51	3	2	9	8000	28	11	1	3	2	4395	4		2680	1	12	-3	35	-99999999	37	877	23	6378	4	0	7	57880	2	2142	90	Gemeente	GM0307	-1	88	Amersfoort	-99999999	2145	20	8	6288	Amersfoort	19	2560	12	21	-30	55115	23	1.0	13	35	13	0	6250	2.2	10	83	67	55860	9	2	66020	21	7	7	88300		95	34	-7	68880	13	27	134910
528.9498956743985 422.85978469368257	25	-2	1	7	1350	28	10	0	0	1	1225	1		220	0	15	-8	22	-99999999	43	106	18	10548	3	2	2	9360	0	916	56	Gemeente	GM0158	-6	85	Haaksbergen	-99999999	231	20	8	10492	Haaksbergen	17	450	24	19	-12	11115	28	1.2	12	43	11	0	1720	2.5	17	76	60	9405	7	4	12220	16	2	4	16600		370	27	-2	12050	4	35	24270
215.52872318043123 426.91221559085403	11	-99999997	0	6	290	15	13	0	1	1	425	1		30	0	12	0	20	-99999999	48	198	22	2171	0	-6	-1	3250	0	362	233	Gemeente	GM0480	-2	48	Ter Aar	-99999999	465	15	69	1937	Ter Aar	18	80	26	20	-17	3845	29	1.2	12	40	9	0	935	2.7	10	21	60	3275	4	5	4580	15	1	3	5900		150	25	-1	4420	3	32	9000
177.1851912694034 429.1376396196127	17	5	1	7	810	20	11	1	0	0	470	4		150	1	16	0	32	-99999999	38	1229	37	775	0	0	3	8720	1	1545	55	Gemeente	GM0579	-1	60	Oegstgeest	-99999999	2955	18	80	721	Oegstgeest	24	240	9	20	-29	8860	28	1.0	16	30	11	0	595	2.3	7	13	65	8700	14	2	10190	25	2	1	13700		15	25	-21	11120	6	30	21310
304.20677179331125 421.05298083790336	29	-1	0	9	2490	29	10	1	1	1	1600	3		510	1	16	4	33	-99999999	36	455	26	4645	5	2	2	19370	1	1295	19	Gemeente	GM0342	-3	85	Soest	-99999999	975	20	2	4626	Soest	20	840	19	19	-11	21055	28	1.1	14	35	9	0	2740	2.3	7	91	65	19055	9	3	21980	16	2	4	30200		55	27	-5	23100	10	31	45090
285.4287628498822 417.46487947986174	23	10	-3	9	1900	24	10	0	1	0	1195	2		410	1	20	-3	35	-99999999	34	287	32	6710	0	0	0	18520	1	1111	77	Gemeente	GM0310	-4	73	De Bilt	-99999999	636	18	13	6633	De Bilt	22	620	14	19	-15	19025	28	1.0	16	32	12	0	2210	2.2	8	80	63	18245	9	3	20010	22	1	1	28300		135	24	-2	22180	5	31	42200
162.02657896079378 417.46751660358876	21	5	0	8	820	15	9	1	0	0	510	5		220	1	21	0	35	-99999999	34	256	38	6250	0	0	-2	11170	2	1295	1165	Gemeente	GM0629	0	53	Wassenaar	-99999999	503	16	40	5085	Wassenaar	29	230	13	18	-31	13000	30	1.2	18	31	10	0	1075	2.2	2	57	66	11630	22	3	12180	21	0	0	15200		40	21	-11	13380	7	31	25560
500.6600315320641 408.6849059240235	20	3	0	8	2690	30	10	0	0	-1	2210	1		360	0	16	0	23	-99999999	41	82	17	26032	0	-6	2	17570	0	599	170	Gemeente	GM1859	-2	91	Berkelland	-99999999	175	18	8	25862	Berkelland	16	880	24	19	-13	21215	28	1.2	11	44	14	0	3485	2.5	12	80	57	17450	5	4	22840	18	4	3	30700		1000	27	-3	22390	2	36	45230
170.88515178582892 425.45451426247536	5	-99999997	2	5	120	15	13	0	0	2	170	1		10	0	10	0	21	-99999999	47	307	-99999997	574	0	0	8	1440	1	1006	69	Gemeente	GM0619	-4	44	Valkenburg	-99999999	769	-99999997	90	505	Valkenburg	-99999997	30	20	23	0	1550	24	1.1	-99999997	-99999997	-99999997	0	445	2.7	0	10	65	1380	4	3	1980	15	3	9	-99999997		30	30	0	1910	2	32	3880
179.30909365334483 421.58716386606363	51	-4	0	9	5590	22	15	1	4	0	2470	5		2870	2	11	-5	51	-99999999	26	1940	22	2316	2	0	1	61210	2	3270	116	Gemeente	GM0546	0	65	Leiden	-99999999	5392	24	30	2199	Leiden	18	1940	18	16	-44	42660	23	0.7	13	38	10	1	5720	1.9	0	70	60	50670	12	1	57780	22	13	2	78000		10	35	0	60780	14	24	118560
188.06420168992176 421.9285765188201	23	4	0	8	1160	21	10	1	1	0	795	3		240	2	15	0	31	-99999999	38	950	29	1229	2	0	3	11060	1	2059	56	Gemeente	GM0547	-4	68	Leiderdorp	-99999999	2230	17	19	1173	Leiderdorp	20	360	18	20	-16	11145	28	1.0	14	34	11	0	1045	2.3	0	81	61	11060	10	2	12730	21	1	3	17600		15	28	0	13420	9	31	26150
268.4112534448471 419.09325212279987	29	-5	0	8	2240	29	12	1	2	0	1200	3		430	3	11	-2	27	-99999999	42	622	25	3086	1	4	-2	16180	1	1458	366	Gemeente	GM0333	-5	80	Maarssen	-99999999	1462	18	31	2720	Maarssen	19	810	15	19	-16	16925	30	1.0	14	36	15	0	1795	2.4	2	67	68	15505	9	3	19510	17	3	1	26900		60	29	0	20260	9	31	39780
228.53705882996658 419.48185977313705	17	-3	0	7	420	20	11	0	2	1	460	2		70	0	12	0	23	-99999999	44	173	27	3850	0	4	0	4240	0	546	869	Gemeente	GM0569	-1	56	Nieuwkoop	-99999999	373	14	20	2981	Nieuwkoop	20	130	27	21	-23	5170	28	1.2	13	37	9	0	965	2.5	5	76	56	4230	5	4	5540	17	3	3	7200		65	28	-6	5580	4	33	11120
448.624872946566 416.8198078583512	60	3	1	8	3400	35	11	0	1	-1	1595	2		1140	1	14	-8	31	-99999999	37	437	17	4284	3	0	5	19650	1	1449	184	Gemeente	GM0301	-3	109	Zutphen	-99999999	1127	22	16	4100	Zutphen	17	1100	13	19	-16	17920	27	0.9	12	40	28	0	2170	2.3	3	81	66	19900	9	3	22530	21	2	3	31000		60	29	-2	23660	7	32	46190
297.85530935409605 407.46595065732436	42	10	5	9	4200	27	12	1	5	7	1715	3		1040	1	17	0	40	-99999999	30	691	26	4864	1	0	1	27230	1	1458	12	Gemeente	GM0355	-2	106	Zeist	-99999999	1245	23	32	4853	Zeist	20	1060	12	17	-24	33525	26	1.2	14	36	18	0	4165	2.1	0	68	67	25675	10	3	28970	21	25	1	40300		20	27	0	31430	11	29	60410
210.39694352713283 415.0924208732603	30	-7	0	9	3420	24	12	1	2	0	2225	4		760	2	11	6	30	-99999999	40	622	23	5768	1	0	1	28970	1	2118	261	Gemeente	GM0484	0	70	Alphen aan den Rijn	-99999999	1282	17	13	5506	Alphen aan den Rijn	19	1170	17	20	-16	34255	26	1.2	13	37	11	0	4925	2.3	3	84	66	28485	9	2	34840	17	18	3	47200		135	31	-6	35750	10	31	70590
430.8970170316953 409.7718492018638	20	-5	0	7	1210	32	10	0	0	0	1105	1		160	0	16	0	24	-99999999	41	113	20	8510	3	-4	-1	8500	0	646	109	Gemeente	GM0213	-2	87	Brummen	-99999999	255	20	7	8401	Brummen	18	450	19	19	-10	9475	29	1.1	13	40	26	0	1595	2.4	7	85	61	8330	6	4	10650	20	1	1	14400		160	26	-1	10750	5	36	21400
242.94150648802582 408.95350240705204	19	4	4	9	2080	22	12	0	2	0	1720	2		330	1	12	-4	27	-99999999	42	293	26	9289	0	7	4	18920	1	1177	336	Gemeente	GM0632	-3	64	Woerden	-99999999	537	16	13	8953	Woerden	19	710	18	21	-9	26245	26	1.4	13	35	20	0	5895	2.5	3	84	65	18825	6	3	23830	17	27	6	31500		300	30	-5	24280	6	31	48120
322.7310397073404 412.55175865665854	15	8	0	8	1280	24	12	0	0	0	1210	3		160	1	13	0	27	-99999999	41	223	29	5894	0	9	1	11640	1	1156	26	Gemeente	GM0327	0	65	Leusden	-99999999	494	17	5	5868	Leusden	20	470	12	20	-28	13075	29	1.1	14	35	15	0	1355	2.4	12	83	68	11325	8	3	14310	20	2	4	19500		110	27	-5	14670	5	32	28980
194.67924561733622 409.06006888538434	10	-13	-1	7	640	15	13	0	0	0	855	1		70	0	13	-4	22	-99999999	45	148	25	5785	0	6	-2	7170	0	609	117	Gemeente	GM1672	1	50	Rijnwoude	-99999999	333	13	71	5668	Rijnwoude	19	220	26	20	-17	8380	29	1.2	13	38	16	0	1905	2.6	4	25	59	7155	5	4	9540	15	1	2	12400		290	26	-4	9340	3	33	18880
172.06581427086456 414.1558333036501	24	-6	1	7	790	21	10	1	1	1	630	3		220	1	18	0	31	-99999999	37	874	32	1159	1	0	0	9600	1	1588	38	Gemeente	GM0626	-2	55	Voorschoten	-99999999	2026	16	42	1121	Voorschoten	22	300	15	19	-32	9795	28	1.0	15	34	5	0	760	2.3	0	58	63	9810	14	2	10940	23	2	2	15100		25	25	-10	11780	7	32	22710
370.7675095364533 401.1799255962344	37	5	1	9	5180	24	14	0	2	2	3565	2		1440	1	14	-6	30	-99999999	40	140	21	31868	2	0	5	42090	1	1399	35	Gemeente	GM0228	-3	74	Ede	-99999999	334	20	7	31833	Ede	18	1650	23	21	-18	44455	24	1.1	12	40	11	0	7475	2.4	18	74	59	39900	7	3	52040	18	3	7	68300		1015	28	-2	54380	7	30	106420
183.5980672447027 411.4664770131345	10	-99999997	0	6	550	15	12	0	0	0	345	2		30	1	13	-5	22	-99999999	46	170	26	2191	1	0	-2	3080	1	616	67	Gemeente	GM0638	-3	95	Zoeterwoude	-99999999	401	19	15	2124	Zoeterwoude	18	80	23	20	-13	3610	29	1.2	13	40	10	0	675	2.6	0	85	64	3090	6	4	4220	13	2	0	5700		70	26	0	4290	3	32	8510
270.02047004648404 404.8681128303575	63	0	2	9	15860	29	16	1	9	2	5730	4		8330	3	11	-2	52	-99999999	24	1180	21	9932	5	0	8	143790	2	3130	364	Gemeente	GM0344	-3	79	Utrecht	-99999999	2877	27	30	9567	Utrecht	18	5890	12	16	-39	112935	19	0.8	13	38	15	0	17425	1.8	2	67	67	118195	10	1	132560	20	4	8	182500		90	38	-8	142690	21	23	275260
459.52435401490806 394.16174105805504	12	11	0	8	2000	25	9	0	0	0	2515	1		160	0	17	7	22	-99999999	42	64	20	28641	0	-5	1	14540	0	323	278	Gemeente	GM1876	-2	83	Bronckhorst	-99999999	133	17	13	28363	Bronckhorst	17	610	24	19	-17	18020	29	1.2	12	42	17	0	3600	2.5	14	73	57	14415	4	5	18710	19	1	1	25400		900	25	-4	18910	1	36	37620
150.60283190784438 400.28249195400343	93	-1	1	9	26000	27	12	2	5	1	7710	8		19910	10	14	0	48	-99999999	29	1999	20	9820	7	1	6	236960	4	4708	1554	Gemeente	GM0518	-1	80	's-Gravenhage	-99999999	5711	25	73	8266	's-Gravenhage	18	8770	13	18	-44	165260	23	0.7	12	38	0	0	18550	1.9	5	21	66	229715	13	1	231480	20	3	5	300600		55	33	-19	240620	32	23	472100
169.43835261857154 405.55906946866804	43	-2	-6	9	3290	21	10	1	1	1	2040	6		1420	3	19	-3	39	-99999999	31	976	29	3568	1	0	0	34700	3	2724	286	Gemeente	GM1916	-1	69	Leidschendam-Voorburg	-99999999	2248	21	25	3282	Leidschendam-Voorburg	20	1010	14	16	-15	32030	28	0.9	15	32	6	1	3360	2.1	1	74	63	34795	14	1	35220	22	6	2	51000		95	27	-3	38580	12	31	73790
223.69607285838475 404.48923588778143	21	-2	0	7	800	15	12	0	3	3	690	2		140	0	12	2	25	-99999999	44	205	25	3850	0	0	-1	7360	1	1213	102	Gemeente	GM0497	-2	62	Bodegraven	-99999999	518	16	3	3748	Bodegraven	19	220	23	22	-12	7685	26	1.0	13	38	18	0	1830	2.6	1	96	64	7155	5	3	9710	13	0	2	12400		100	28	-7	9700	6	31	19420
324.264271622273 402.26012977575556	14	-7	4	7	560	20	11	0	0	0	490	2		50	0	13	2	25	-99999999	44	137	25	3672	0	5	3	4170	0	749	26	Gemeente	GM0351	-3	78	Woudenberg	-99999999	308	19	5	3647	Woudenberg	19	130	23	22	-11	4990	26	1.2	12	38	21	0	1190	2.6	18	77	60	4105	4	4	5620	17	2	5	7100		110	28	-1	5610	3	32	11240
335.62135903997756 404.303658988421	10	-99999997	-1	6	320	15	12	0	0	0	390	1		30	0	13	0	24	-99999999	44	283	24	1384	0	-4	-1	3320	0	763	3	Gemeente	GM0279	-9	55	Scherpenzeel	-99999999	649	16	7	1381	Scherpenzeel	18	80	26	22	-5	3915	25	1.2	12	37	6	0	685	2.6	7	87	58	3295	4	4	4430	17	1	3	5700		60	28	2	4530	2	32	8960
340.8966539088647 399.30285157975425	16	-99999997	1	6	160	15	14	0	0	1	210	1		20	0	10	0	22	-99999999	49	102	22	1852	0	0	8	1530	0	342	9	Gemeente	GM0339	3	56	Renswoude	-99999999	234	15	6	1843	Renswoude	18	50	30	24	-7	1890	24	1.2	11	39	-99999997	0	520	2.8	21	73	58	1490	3	5	2150	13	0	12	2600		100	28	-4	2160	1	29	4300
207.7103921462429 402.87706472230224	25	10	0	7	510	15	11	0	4	1	630	2		150	0	12	5	27	-99999999	40	427	24	1696	0	0	1	6080	1	778	217	Gemeente	GM0499	-2	50	Boskoop	-99999999	1034	14	94	1479	Boskoop	19	180	17	21	-12	6320	26	1.0	12	37	9	0	1765	2.4	2	4	65	6060	5	4	7700	19	1	4	9800		400	30	-3	7600	7	33	15300
179.73818232011345 398.0230219986318	53	5	1	9	5610	25	14	2	1	2	3040	5		2410	6	11	-7	30	-99999999	41	1346	24	3706	1	0	5	48590	3	2433	215	Gemeente	GM0637	-1	69	Zoetermeer	-99999999	3317	20	20	3491	Zoetermeer	19	2060	13	19	-27	46990	29	1.0	13	34	10	0	3935	2.3	13	67	65	48715	11	2	56680	22	3	9	76900		30	28	0	59110	15	29	115790
420.70835627574144 390.7994838277054	41	4	0	8	2760	35	10	0	0	0	1565	2		780	0	21	1	36	-99999999	31	236	21	8439	2	0	1	20060	1	1220	260	Gemeente	GM0275	-4	99	Rheden	-99999999	547	24	11	8179	Rheden	18	980	17	16	-5	19285	28	1.0	13	40	16	0	2045	2.1	8	80	59	19370	9	3	21630	24	1	1	31500		60	24	4	23140	5	34	44770
302.57831284700137 394.4256286651698	31	6	6	7	1090	23	12	0	2	0	620	2		220	1	19	-8	34	-99999999	35	325	-99999997	2644	1	1	1	7870	1	1018	10	Gemeente	GM0316	-3	93	Driebergen-Rijsenburg	-99999999	705	-99999997	17	2634	Driebergen-Rijsenburg	-99999997	260	12	18	-3	8570	28	1.1	-99999997	-99999997	21	0	1995	2.2	6	78	64	7535	8	3	8910	24	2	3	-99999997		35	24	0	9670	7	31	18580
318.19410658307385 396.7707955458347	16	-99999997	1	6	240	25	8	0	0	1	220	2		40	1	20	0	27	-99999999	34	116	-99999997	2534	0	-7	2	2490	0	383	18	Gemeente	GM0332	-5	68	Maarn	-99999999	236	-99999997	8	2516	Maarn	-99999997	90	12	20	-16	2930	28	1.2	-99999997	-99999997	19	0	365	2.3	8	85	69	2525	8	5	2940	19	1	3	-99999997		25	24	-4	3010	3	39	5940
407.8256351088873 392.9385368926617	10	-99999997	0	4	50	23	9	0	0	0	50	2		10	1	25	0	21	-99999999	33	30	44	2795	0	0	6	630	0	797	2	Gemeente	GM0277	-99999997	51	Rozendaal	-99999999	54	16	-99999997	2792	Rozendaal	28	20	4	17	-99999997	825	30	1.3	19	34	-99999997	0	55	2.3	-99999997	-99999997	59	630	10	4	750	37	-1	7	1000		0	19	-99999997	760	3	46	1510
249.81037045210786 394.08187228563344	10	0	1	7	500	21	11	0	1	0	430	1		50	0	10	-6	24	-99999999	45	150	27	3822	0	0	0	5070	1	651	47	Gemeente	GM0335	-2	55	Montfoort	-99999999	356	14	9	3775	Montfoort	19	190	25	22	-16	5680	27	1.1	13	37	24	0	1165	2.6	4	87	61	5085	5	4	6730	14	3	2	8500		115	30	0	6710	3	31	13440
