COMPUTE_CENTROID	P_WWB_UIT	WWB_UITMUT	INW_MUT	BEDR_KLAS	AO_UIT_TOT	P_WW_UIT	P_15_24_JR	P_ANT_ARU	P_MARROK	HH_MUT	MOTOR_2W	P_OVER_NW	BU_CODE	WWB_UITTOT	P_SURINAM	P_65_EO_JR	WEST_MUT	P_EENP_HH	DEK_PERC	P_HH_M_K	AUTO_LAND	P_HOOG_INK	OPP_TOT	P_TURKIJE	N_W_MUT	INW_5JMUT	AANTAL_HH	N_W_5JMUT	OAD	OPP_WATER	RECSRT	GM_CODE	AO_UIT_MUT	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	P_NIET_ACT	P_GEWASSEN	OPP_LAND	BU_NAAM	INK_ONTV	WW_UIT_TOT	P_INDUSTRI	P_00_14_JR	AGRA_5MUT	AUTO_TOT	P_45_64_JR	AUTO_HH	INK_INW	P_LAAG_INK	WW_UIT_MUT	WEST_5JMUT	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_VEETEELT	P_COM_DV	WONINGEN	P_WEST_AL	STED	AANT_MAN	P_N_COM_DV	AUTO_MUT	HH_5JMUT	AANT_INK	WK_CODE	AGRA_BEDR	P_25_44_JR	AGRA_MUT	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
413.1921498567673 233.1206654422187	13	-99999997	1	6	370	22	10	0	0	2	325	1		30	0	14	0	21	-99999999	43	70	18	4866	0	-2	3	2830	0	394	69	Gemeente	GM0964	0	75	Sevenum	-99999999	156	16	43	4797	Sevenum	16	110	21	20	-20	3365	28	1.2	12	44	-5	0	675	2.6	16	41	58	2800	5	5	3800	21	1	6	5200		180	29	-4	3670	1	37	7470
436.9003161675749 222.8979463944251	56	2	0	9	5690	45	11	0	3	0	2385	3		2150	1	15	-7	33	-99999999	35	453	14	8641	4	0	3	40440	2	1473	174	Gemeente	GM0983	-2	91	Venlo	-99999999	1090	23	81	8466	Venlo	16	2800	16	17	-27	38320	27	0.9	12	45	18	0	5460	2.2	4	15	66	40565	15	3	45760	18	2	6	61600		180	29	-6	46500	11	32	92260
346.3859866459691 221.9692125100003	14	-1	0	7	850	25	10	0	0	0	710	1		80	0	16	0	23	-99999999	42	73	25	10512	0	3	-1	5840	0	510	119	Gemeente	GM1658	-2	87	Heeze-Leende	-99999999	146	19	22	10393	Heeze-Leende	19	250	20	19	-9	7615	30	1.3	13	41	7	0	1290	2.5	11	67	63	5840	6	4	7700	16	7	2	10100		200	25	2	7510	2	35	15210
24.666857395204715 217.6425289894543	24	7	3	8	1420	28	9	0	0	-5	845	1		250	0	21	-3	31	-99999999	32	42	18	30701	0	-9	2	10980	0	324	2674	Gemeente	GM1714	0	91	Sluis	-99999999	88	19	80	28027	Sluis	17	440	14	16	-14	11715	30	1.1	12	44	3	1	2025	2.2	10	10	68	13605	20	5	12070	19	2	4	16700		610	25	-1	12530	2	37	24600
110.71062336701016 213.82511851910624	21	4	2	8	1680	22	9	0	0	0	995	1		240	0	17	-3	28	-99999999	36	66	20	25109	0	-8	2	11900	0	450	4961	Gemeente	GM0677	-1	92	Hulst	-99999999	138	19	70	20148	Hulst	17	400	16	17	-8	13290	29	1.1	13	43	14	0	1980	2.2	13	17	62	12255	21	5	13910	22	2	5	18200		350	28	1	13970	2	36	27880
330.3197587097862 228.58095064181813	27	-2	0	7	600	31	9	0	0	0	525	2		170	1	19	9	27	-99999999	37	351	32	2271	0	0	1	6880	1	708	26	Gemeente	GM0866	-1	59	Waalre	-99999999	734	19	17	2244	Waalre	22	320	16	20	-10	7875	28	1.1	15	36	8	0	730	2.3	14	69	63	6860	10	4	8060	21	1	3	10700		35	25	-3	8420	4	36	16480
423.6507298887616 220.63712160820538	14	13	0	6	660	28	12	0	0	1	490	1		70	0	12	0	19	-99999999	47	121	20	4993	0	-6	0	4830	0	497	45	Gemeente	GM0934	-3	74	Maasbree	-99999999	259	16	68	4948	Maasbree	17	250	23	19	-22	5980	29	1.2	12	44	11	0	1105	2.6	12	20	58	4840	7	5	6520	19	1	5	8700		190	28	-7	6320	1	34	12840
409.0327867393116 216.21863582368212	17	23	0	7	1280	33	11	0	2	1	750	1		100	0	13	2	21	-99999999	44	124	17	6922	1	6	1	7320	0	597	11	Gemeente	GM0918	-3	97	Helden	-99999999	283	19	45	6912	Helden	16	430	21	20	-19	8585	28	1.2	12	45	10	0	1430	2.6	12	43	59	7240	5	4	9900	20	1	3	13300		290	28	-4	9680	4	34	19590
310.79385135569646 209.28332943345671	18	-2	0	7	880	25	11	0	0	1	1035	1		120	0	14	-3	22	-99999999	44	85	20	10179	0	-5	1	6910	0	462	74	Gemeente	GM1724	-3	73	Bergeijk	-99999999	179	18	32	10104	Bergeijk	17	300	30	20	-14	8565	28	1.2	12	42	-3	0	1885	2.6	14	54	56	6845	7	5	9190	14	1	5	12100		275	27	-3	8910	2	34	18100
327.9195483457185 212.6661314491253	39	0	0	8	1630	36	10	0	0	1	1275	2		500	0	16	-7	29	-99999999	36	267	20	5644	0	-6	0	13280	0	1257	144	Gemeente	GM0858	-4	79	Valkenswaard	-99999999	565	20	33	5501	Valkenswaard	18	750	20	17	-17	14690	29	1.1	12	40	7	0	2300	2.3	17	50	65	13265	10	3	15320	15	2	3	21200		85	27	-1	15740	3	35	31060
93.02517115561218 225.5381300772992	21	4	2	8	1680	22	9	0	0	0	995	1		240	0	17	-3	28	-99999999	36	66	20	25109	0	-8	2	11900	0	450	4961	Gemeente	GM0677	-1	92	Hulst	-99999999	138	19	70	20148	Hulst	17	400	16	17	-8	13290	29	1.1	13	43	14	0	1980	2.2	13	17	62	12255	21	5	13910	22	2	5	18200		350	28	1	13970	2	36	27880
76.2905079703611 206.24637426147095	45	7	-9	9	2950	30	10	1	0	1	1905	2		1020	0	18	-2	31	-99999999	34	101	19	31778	2	7	0	24170	1	756	6634	Gemeente	GM0715	-1	82	Terneuzen	-99999999	220	21	75	25144	Terneuzen	17	1080	16	18	-13	25310	29	1.0	12	42	8	0	4100	2.2	9	16	63	25025	16	4	27420	21	2	3	36500		430	26	-3	27950	6	35	55360
126.40269130927942 223.93511199214913	21	4	2	8	1680	22	9	0	0	0	995	1		240	0	17	-3	28	-99999999	36	66	20	25109	0	-8	2	11900	0	450	4961	Gemeente	GM0677	-1	92	Hulst	-99999999	138	19	70	20148	Hulst	17	400	16	17	-8	13290	29	1.1	13	43	14	0	1980	2.2	13	17	62	12255	21	5	13910	22	2	5	18200		350	28	1	13970	2	36	27880
121.88034949450399 222.03405278164314	21	4	2	8	1680	22	9	0	0	0	995	1		240	0	17	-3	28	-99999999	36	66	20	25109	0	-8	2	11900	0	450	4961	Gemeente	GM0677	-1	92	Hulst	-99999999	138	19	70	20148	Hulst	17	400	16	17	-8	13290	29	1.1	13	43	14	0	1980	2.2	13	17	62	12255	21	5	13910	22	2	5	18200		350	28	1	13970	2	36	27880
395.16261048706406 216.0832346109152	11	-99999997	0	6	300	29	11	0	0	1	265	1		20	0	14	4	19	-99999999	46	134	19	2004	0	-4	2	2180	0	395	21	Gemeente	GM0941	2	77	Meijel	-99999999	295	15	41	1984	Meijel	15	120	34	19	-10	2660	28	1.2	11	44	29	0	475	2.6	11	48	48	2145	4	5	2950	18	1	5	4000		110	28	1	2900	1	36	5850
351.0218152829514 203.34191506384823	23	-2	-1	7	1070	34	10	0	0	1	935	2		180	0	14	2	24	-99999999	41	128	21	7814	0	10	-1	8060	0	534	134	Gemeente	GM1706	-3	78	Cranendonck	-99999999	261	19	31	7679	Cranendonck	18	460	27	18	-14	9835	30	1.2	12	40	7	0	1780	2.4	17	52	58	8205	12	4	10190	15	0	3	13300		180	27	-2	9850	2	36	20040
378.7705271954607 205.45682967539943	11	-1	1	7	860	29	11	0	0	2	770	1		70	0	14	0	20	-99999999	46	75	19	10179	0	6	1	6150	0	505	151	Gemeente	GM0946	-2	79	Nederweert	-99999999	162	17	26	10028	Nederweert	16	310	30	19	-15	7490	29	1.2	12	43	8	0	1435	2.6	16	58	56	6165	5	4	8240	14	2	5	11000		345	28	-2	8030	1	34	16260
420.9767327235529 206.246620400915	13	-99999997	0	5	200	29	10	0	0	0	180	1		20	0	13	0	21	-99999999	43	98	18	2211	0	7	1	1660	1	266	100	Gemeente	GM0929	4	72	Kessel	-99999999	200	16	52	2111	Kessel	17	80	25	19	-26	2065	29	1.2	12	42	9	0	415	2.5	25	23	54	1675	7	5	2160	21	1	4	2900		75	29	-3	2070	1	36	4230
392.8982641084188 193.08756252848474	20	21	0	7	680	27	11	0	0	1	570	3		80	0	14	0	24	-99999999	42	100	20	5860	0	0	2	4810	0	393	48	Gemeente	GM0920	-3	82	Heythuysen	-99999999	211	16	34	5812	Heythuysen	17	230	19	18	-21	5790	29	1.2	12	41	1	0	1255	2.4	13	52	64	4655	9	5	6220	18	1	4	8400		205	28	-7	6070	3	34	12280
405.8219732604955 201.28062273825108	10	-99999997	1	6	420	25	11	0	0	2	340	1		30	0	15	1	23	-99999999	43	91	17	4258	0	-4	1	3280	0	292	74	Gemeente	GM1670	-4	75	Roggel en Neer	-99999999	203	16	45	4184	Roggel en Neer	17	140	25	19	-17	3815	29	1.2	12	44	-9	0	700	2.5	14	41	56	3270	6	5	4390	19	0	4	5800		145	27	-1	4090	1	34	8480
425.2434989100415 199.51655861311167	29	-1	0	6	740	39	11	0	2	1	460	1		150	0	14	0	22	-99999999	43	199	16	2921	1	0	2	5320	1	641	89	Gemeente	GM0889	-3	81	Beesel	-99999999	473	19	46	2832	Beesel	16	350	26	18	-17	5645	28	1.1	11	44	12	-1	705	2.5	24	30	52	5415	11	4	6740	22	1	4	8900		75	28	3	6660	4	35	13400
366.0618599384631 190.16933309552863	41	-3	-6	9	2690	41	11	1	4	0	1690	2		790	0	16	-8	28	-99999999	38	201	18	10544	1	2	2	20300	1	1168	79	Gemeente	GM0988	-2	83	Weert	-99999999	465	21	25	10466	Weert	17	1320	19	18	-12	21035	28	1.0	12	41	9	0	3755	2.3	15	59	62	20190	10	3	24400	18	1	4	32800		260	28	-4	24300	8	34	48710
420.2979583378164 189.0707144765626	34	5	1	6	550	43	11	0	0	1	385	2		120	0	16	0	27	-99999999	39	176	15	2432	0	0	3	3690	1	590	189	Gemeente	GM0975	-2	92	Swalmen	-99999999	393	24	44	2243	Swalmen	16	260	29	16	-16	3945	30	1.1	12	44	9	-1	555	2.3	23	33	53	3680	12	4	4360	18	2	6	6000		45	27	-7	4450	3	34	8810
406.15485143360024 189.5941330108841	20	-14	-1	6	490	30	10	0	0	1	380	1		80	0	17	0	23	-99999999	40	165	20	2915	0	0	-1	3940	1	427	58	Gemeente	GM0914	-2	75	Haelen	-99999999	348	17	50	2857	Haelen	18	200	19	18	-19	4725	30	1.2	13	37	17	0	710	2.4	16	34	58	3935	9	5	4910	22	2	1	6800		40	26	-5	5040	2	37	9950
382.38317471456094 179.89392632839716	20	-99999997	0	6	330	33	10	0	0	1	305	1		40	0	12	0	20	-99999999	48	88	20	3453	0	0	3	2340	0	169	12	Gemeente	GM0925	-4	79	Hunsel	-99999999	181	16	33	3440	Hunsel	16	140	25	21	-12	3010	29	1.3	11	42	7	0	600	2.6	25	42	57	2340	10	5	3150	18	0	5	4000		120	29	-2	3080	1	32	6230
414.3146443385429 178.92693260060622	72	-1	0	9	3180	52	12	1	4	1	1160	4		1360	1	15	-9	36	-99999999	33	494	16	4687	5	0	1	20570	2	1448	828	Gemeente	GM0957	-1	103	Roermond	-99999999	1175	27	44	3859	Roermond	17	1600	15	17	-29	19055	27	0.9	12	43	7	0	2595	2.1	19	37	67	20685	14	3	22270	18	2	2	30100		50	29	-2	23080	14	30	45350
398.01064267783283 178.1837185842856	15	-99999997	-7	6	880	34	10	0	0	1	410	1		40	0	15	-5	21	-99999999	41	198	19	2536	0	7	0	3100	1	297	583	Gemeente	GM1937	0	154	Heel	-99999999	427	27	41	1953	Heel	17	200	26	16	-19	3875	33	1.2	12	46	-8	0	565	2.4	24	35	56	3075	9	5	4200	18	2	3	5800		15	25	-6	4140	1	38	8330
429.33808668533743 171.4762807561639	32	-2	-1	6	640	44	10	0	0	1	405	2		140	0	15	-6	25	-99999999	39	114	22	4437	0	-6	-2	4310	0	375	33	Gemeente	GM1669	-3	90	Roerdalen	-99999999	235	20	54	4404	Roerdalen	18	310	16	16	-16	5005	32	1.2	12	40	9	-1	625	2.3	24	22	63	4315	15	5	5190	21	1	4	6700		70	27	-1	5140	3	37	10330
390.8990627311346 172.63180987220613	24	-99999997	3	5	150	30	9	0	0	0	100	2		20	0	20	7	28	-99999999	39	206	17	668	0	-2	0	1060	1	332	91	Gemeente	GM0977	-3	91	Thorn	-99999999	450	16	45	577	Thorn	16	50	25	17	-15	1190	30	1.1	12	41	-8	0	125	2.3	45	9	56	1080	13	5	1270	19	1	1	1900		10	25	10	1320	2	33	2600
412.92797499525204 165.67199027367857	23	-2	-1	6	730	38	10	0	0	0	495	1		90	0	16	0	22	-99999999	40	122	18	4428	0	6	-1	4380	0	313	16	Gemeente	GM1679	-5	98	Ambt Montfort	-99999999	247	20	33	4412	Ambt Montfort	17	280	20	16	-14	5380	32	1.2	12	42	10	0	770	2.4	37	30	58	4355	12	5	5440	22	2	2	7300		125	26	-5	5480	1	37	10920
395.6677241807402 166.54104490007018	24	-2	0	7	800	34	10	0	0	7	555	1		130	0	17	3	25	-99999999	39	314	20	2598	0	0	0	5670	0	461	528	Gemeente	GM0933	-2	88	Maasbracht	-99999999	660	20	39	2069	Maasbracht	17	310	18	16	-21	6505	30	1.1	12	42	15	0	915	2.3	30	32	68	5595	12	5	6840	13	2	2	9300		55	26	-2	6820	2	36	13660
400.49966497877335 153.20557682850344	31	7	0	8	2890	40	10	0	0	1	1310	2		400	0	16	-4	26	-99999999	39	148	17	10380	0	6	1	13320	1	596	138	Gemeente	GM1711	-3	131	Echt-Susteren	-99999999	316	25	39	10243	Echt-Susteren	17	890	21	16	-13	15150	31	1.1	12	42	22	0	2385	2.3	22	39	61	13160	14	4	16120	18	2	4	22200		235	27	-1	16200	2	35	32320
387.80145106779145 133.2636668684824	63	-3	0	9	8070	46	11	0	2	0	3380	2		2600	0	17	0	33	-99999999	35	562	18	8141	1	0	-1	43280	1	1270	155	Gemeente	GM1883	-3	124	Sittard-Geleen	-99999999	1215	28	64	7986	Sittard-Geleen	17	2990	17	16	-24	44870	28	1.0	12	42	21	-1	5965	2.2	7	29	64	42720	16	3	47740	19	3	1	65400		105	28	-6	49310	6	32	97060
377.72928638671584 124.00667505094002	27	1	1	7	2170	39	10	0	1	1	1260	1		300	0	15	0	23	-99999999	39	605	17	2278	0	-10	2	11180	0	815	157	Gemeente	GM0971	-4	118	Stein	-99999999	1262	24	37	2121	Stein	17	710	23	16	-21	12835	32	1.1	12	40	18	0	1755	2.3	23	40	58	11120	12	4	13340	19	2	5	18300		30	27	-3	13430	2	38	26770
409.7450087608498 124.46757837069377	40	19	0	6	690	43	10	0	1	0	390	1		130	0	16	-1	23	-99999999	42	191	16	2124	0	9	-1	3420	1	441	6	Gemeente	GM0881	-4	122	Onderbanken	-99999999	396	26	54	2118	Onderbanken	16	240	21	17	-20	4040	30	1.2	11	43	12	-2	495	2.4	20	26	57	3525	20	5	4180	22	2	1	5500		35	27	0	4220	2	35	8400
397.3054930732262 119.53212290292343	30	7	-1	6	950	35	10	0	0	0	580	2		160	0	16	0	24	-99999999	39	276	22	2413	0	-8	-1	5570	0	420	5	Gemeente	GM0962	-4	105	Schinnen	-99999999	562	23	56	2408	Schinnen	18	320	17	17	-13	6650	32	1.2	12	39	5	0	880	2.4	9	35	62	5510	14	5	6820	21	0	3	9000		55	25	0	6720	3	37	13540
411.62479526325905 117.72208202867627	67	3	1	7	2670	49	11	0	1	1	1070	1		870	0	18	0	33	-99999999	36	775	13	1729	0	5	-2	13320	0	1541	13	Gemeente	GM0899	-5	136	Brunssum	-99999999	1734	28	-99999997	1717	Brunssum	16	970	18	16	-99999997	13305	28	1.0	11	43	12	-1	1320	2.2	-99999997	-99999997	62	13670	21	2	14500	20	2	-1	20200		5	27	-99999997	15280	4	32	29780
384.9470406894704 114.50660289228507	32	6	0	7	1190	35	10	0	1	7	665	2		230	0	16	-9	27	-99999999	38	401	21	2100	0	0	-1	7180	0	776	0	Gemeente	GM0888	-5	105	Beek	-99999999	810	22	50	2100	Beek	18	390	16	17	-17	8410	30	1.2	13	39	25	-1	985	2.3	13	37	67	7225	11	4	8360	17	2	2	11400		45	26	-4	8660	3	35	17020
376.6529378239028 107.10361295247786	26	9	-1	7	1300	32	10	0	0	0	805	2		210	0	17	0	25	-99999999	38	347	22	2771	0	5	-2	8240	0	566	55	Gemeente	GM0938	-3	99	Meerssen	-99999999	731	22	40	2715	Meerssen	18	420	21	17	-14	9415	31	1.1	13	39	8	0	1195	2.3	12	47	59	8165	9	4	9800	21	-1	1	13400		55	25	-2	10050	2	37	19860
410.327879948496 105.4074286942167	95	-1	-1	9	8020	52	12	1	2	-1	2890	3		4050	0	18	-10	40	-99999999	31	894	13	4550	1	9	-3	44470	1	1630	45	Gemeente	GM0917	-4	129	Heerlen	-99999999	2055	31	40	4504	Heerlen	16	3260	16	15	-7	40245	28	0.9	12	44	15	-1	4465	2.0	24	36	66	44815	20	2	45420	18	0	0	63300		25	28	0	47120	7	29	92540
420.4068467162093 108.6711415355496	66	14	-1	8	3660	45	11	0	0	0	1525	2		1140	0	16	0	28	-99999999	37	747	15	2469	0	0	-4	17010	0	1306	9	Gemeente	GM0882	-3	135	Landgraaf	-99999999	1605	27	59	2460	Landgraaf	16	1220	17	15	-17	18365	31	1.1	12	42	17	-2	1925	2.2	21	21	65	17450	22	3	19430	18	1	-1	26700		30	27	-3	20050	3	35	39480
393.00439752508726 108.2072049730828	30	6	0	7	1170	36	9	0	0	8	685	1		190	0	18	-5	25	-99999999	38	239	19	3317	0	-2	-3	6590	-1	459	3	Gemeente	GM0951	-4	110	Nuth	-99999999	483	23	50	3315	Nuth	17	380	18	16	-24	7940	32	1.2	12	39	20	-1	1320	2.3	13	37	61	6585	11	5	7920	21	2	-1	11000		105	25	0	8090	2	38	16010
367.66571801791423 94.93933735970734	63	2	-1	9	9060	38	15	0	1	-1	2735	4		3700	0	17	0	46	-99999999	27	786	16	6006	1	0	-1	61340	2	2033	326	Gemeente	GM0935	-4	107	Maastricht	-99999999	2138	32	59	5680	Maastricht	17	3190	13	14	-23	44640	27	0.7	12	46	16	0	4980	1.9	27	14	70	55310	15	2	58590	17	1	2	81800		65	28	-5	62870	7	27	121460
423.32419618704614 100.00227844807118	71	4	-1	8	4440	52	11	0	1	-1	1725	2		1560	0	18	0	34	-99999999	33	1000	11	2217	0	4	-4	22830	1	1462	24	Gemeente	GM0928	-4	131	Kerkrade	-99999999	2260	30	32	2193	Kerkrade	16	1760	16	14	-15	21925	31	1.0	12	44	14	-3	2320	2.1	27	41	64	23005	30	3	24580	20	1	0	32300		20	27	0	24990	4	33	49560
402.0274222626851 99.21189529147985	23	9	0	6	870	37	10	0	0	0	480	1		120	0	17	0	23	-99999999	40	205	23	3155	0	0	-1	5330	0	478	1	Gemeente	GM0986	-5	101	Voerendaal	-99999999	411	21	44	3154	Voerendaal	18	310	18	17	-9	6470	32	1.2	13	38	12	0	710	2.4	15	41	63	5370	11	5	6500	19	2	3	8700		90	25	-2	6450	2	37	12950
387.3856458220494 96.98359833884545	37	-2	-1	7	1250	41	9	0	0	-1	665	2		280	0	19	0	31	-99999999	35	225	19	3691	0	0	-2	7640	0	551	17	Gemeente	GM0994	-5	108	Valkenburg aan de Geul	-99999999	478	23	45	3673	Valkenburg aan de Geul	17	470	13	15	-15	8255	30	1.1	12	42	12	0	955	2.2	13	41	70	7525	12	4	8750	17	1	2	12200		80	26	1	8810	2	34	17560
413.24378973826714 89.17953205088085	28	8	-5	6	780	41	10	0	0	0	475	1		130	0	18	0	24	-99999999	38	344	17	1603	0	0	-1	4740	0	557	0	Gemeente	GM0965	-6	102	Simpelveld	-99999999	713	23	29	1603	Simpelveld	17	310	20	16	-15	5510	31	1.2	12	41	18	-2	510	2.3	24	47	59	4810	18	4	5680	21	3	0	7400		50	26	0	5750	1	38	11430
382.6665942081966 83.47417085319096	18	0	0	7	820	28	10	0	0	0	480	1		90	0	16	0	23	-99999999	41	113	23	5770	0	0	-2	5310	0	266	0	Gemeente	GM0936	-5	93	Margraten	-99999999	234	21	48	5770	Margraten	18	250	22	18	-15	6520	31	1.2	13	40	8	-1	945	2.5	16	37	61	5330	10	5	6830	17	1	1	8900		185	25	-3	6660	1	36	13500
399.5620948387661 82.44775872350253	22	17	-1	7	1080	34	10	0	0	2	560	1		130	0	17	0	23	-99999999	40	99	19	7337	0	8	-3	6100	0	242	19	Gemeente	GM1729	-3	106	Gulpen-Wittem	-99999999	206	22	26	7318	Gulpen-Wittem	17	340	16	16	-12	7210	32	1.2	12	42	6	-1	945	2.4	16	58	68	6275	12	5	7560	15	1	1	10100		165	25	-1	7490	1	37	15040
370.9193859964861 77.87078538158094	22	10	-1	6	650	25	10	0	0	0	395	1		100	0	15	-3	21	-99999999	45	262	22	2076	0	6	-3	4560	1	545	101	Gemeente	GM0905	-4	84	Eijsden	-99999999	595	18	53	1975	Eijsden	18	200	22	20	-13	5165	30	1.1	12	39	16	0	715	2.5	14	33	57	4545	11	4	5890	21	0	0	7800		65	26	0	5860	2	34	11750
411.6232470579093 75.51658375559852	61	7	-2	6	540	41	9	0	0	-1	355	2		270	0	18	-1	37	-99999999	31	186	12	2390	0	0	-5	4800	1	750	1	Gemeente	GM0981	-4	78	Vaals	-99999999	428	29	16	2389	Vaals	15	280	15	15	-18	4450	32	0.9	12	48	24	-3	390	2.0	13	71	68	4655	48	4	5090	18	1	-4	5400		40	26	-3	5140	3	32	10230
156.2013888525823 342.70001082996924	60	-9	-1	8	3690	32	13	2	0	0	2265	4		1730	4	12	-7	28	-99999999	41	1151	20	3023	1	0	2	31370	2	2115	407	Gemeente	GM0612	1	70	Spijkenisse	-99999999	2858	20	43	2616	Spijkenisse	18	1690	18	18	-12	30120	28	1.0	12	36	11	0	2970	2.3	7	50	61	31585	9	2	36700	20	2	5	49400		15	29	-12	38050	12	31	74760
167.11356564223487 335.3440780913883	22	-2	2	8	860	21	12	0	0	2	735	2		200	1	13	5	23	-99999999	44	556	25	1961	0	5	6	9160	0	1255	85	Gemeente	GM0584	0	54	Oud-Beijerland	-99999999	1268	15	82	1876	Oud-Beijerland	19	340	15	20	-5	10425	27	1.1	13	38	9	0	1290	2.5	11	8	69	9220	6	3	11670	17	5	9	15600		40	28	-3	12110	3	32	23780
181.87297987010754 333.7611945642396	12	8	1	7	660	21	10	0	0	2	715	1		100	1	14	-5	22	-99999999	40	185	26	5491	0	0	2	7880	0	446	457	Gemeente	GM0585	-3	50	Binnenmaas	-99999999	387	15	73	5034	Binnenmaas	20	280	19	18	-16	9300	31	1.2	14	35	8	0	1530	2.4	10	17	64	8005	5	5	9690	17	3	5	13100		105	27	-2	9790	2	38	19480
