code	name	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
GM0417	Laren	6120	6100	5880	5860	5850	6070	5955	5995	5940	5810	5775	5743	5801	5865
GM0420	Medemblik	4010	4000	4050	13130	13190	13330	13525	21070	21200	21215	21290	21387	21476	21631
GM0424	Muiden	3390	3400	3400	3410	3380	3350	3330	3330	3340	3280	3230	3220	null	null
GM0425	Naarden	8880	8940	8930	8960	8960	8870	8965	8945	8905	8945	8920	8882	null	null
GM0429	Obdam	3370	3360	3350	null	null	null	null	null	null	null	null	null	null	null
GM0431	Oostzaan	4710	4720	4720	4740	4720	4720	4695	4660	4650	4675	4670	4702	4869	4920
GM0432	Opmeer	5560	5570	5590	5580	5590	5600	5635	5665	5620	5650	5620	5601	5612	5628
GM0437	Ouder-Amstel	6740	6800	6760	6680	6700	6720	6725	6750	6780	6795	6820	6852	6883	6865
GM0439	Purmerend	38780	39340	39800	39860	40170	40330	40375	40510	40535	40595	40695	40732	40909	40955
GM0441	Schagen	9150	9350	9460	9640	9730	9600	9615	9570	9550	23080	22945	22983	23073	23085
GM0448	Texel	6940	6940	6920	6880	6830	6900	6945	6925	6895	6895	6825	6819	6833	6813
GM0450	Uitgeest	5870	5900	5950	6020	6070	6180	6300	6365	6425	6500	6610	6630	6647	6704
GM0451	Uithoorn	13560	13720	13640	13680	13960	14020	14230	14260	14335	14415	14400	14545	14796	14798
GM0453	Velsen	34300	34240	34340	34270	34190	34130	33975	34055	33995	33840	33880	33899	34004	34078
GM0454	Venhuizen	3800	3780	null	null	null	null	null	null	null	null	null	null	null	null
GM0457	Weesp	9120	9040	8970	9020	9040	9060	9075	9280	9295	9360	9400	9510	9613	9689
GM0458	Schermer	2390	2370	2390	2500	2590	2600	2610	2635	2680	2695	2710	null	null	null
GM0459	Wervershoof	4140	4180	4170	4180	4210	4260	4320	null	null	null	null	null	null	null
GM0462	Wieringen	4220	4280	4330	4360	4290	4300	4285	4270	null	null	null	null	null	null
GM0463	Wieringermeer	6210	6150	6220	6290	6250	6240	6230	6205	null	null	null	null	null	null
GM0466	Wognum	3900	3910	3960	null	null	null	null	null	null	null	null	null	null	null
GM0473	Zandvoort	8790	8740	8710	8660	8690	8670	8665	8620	8650	8640	8605	8641	8697	8727
GM0476	Zijpe	5590	5650	5710	5720	5700	5730	5760	5725	5740	null	null	null	null	null
GM0478	Zeevang	3160	3120	3120	3130	3130	3130	3155	3175	3175	3155	3170	3153	null	null
